tds,turbidity,ph,quality,quality_label
1192.49,13.98,9.56,0,Poor
522.62,1.82,6.78,2,Good
986.27,1.74,5.98,1,Acceptable
446.04,2.09,7.0,2,Good
235.47,2.83,7.41,3,Excellent
487.56,8.64,7.22,2,Good
883.06,3.17,6.39,1,Acceptable
670.62,32.36,9.84,0,Poor
119.53,0.22,7.47,3,Excellent
419.4,18.49,7.22,2,Good
330.04,0.88,7.19,3,Excellent
826.97,6.32,5.74,1,Acceptable
877.82,7.81,6.86,1,Acceptable
1308.31,4.38,5.94,0,Poor
155.73,0.17,7.17,3,Excellent
788.56,3.59,6.86,3,Excellent
170.62,1.94,7.52,2,Good
772.08,14.08,6.55,1,Acceptable
232.61,0.35,7.28,3,Excellent
1085.88,41.72,6.29,0,Poor
504.15,0.65,6.77,2,Good
155.6,0.69,7.13,3,Excellent
1066.22,5.92,9.23,0,Poor
423.01,1.05,6.76,2,Good
372.34,0.75,7.46,3,Excellent
137.94,0.1,7.36,3,Excellent
398.1,0.23,6.89,2,Good
229.61,0.88,7.3,3,Excellent
330.6,2.83,7.47,2,Good
521.38,0.73,6.85,2,Good
499.76,2.38,7.49,2,Good
435.4,2.53,7.38,2,Good
407.53,0.62,6.53,2,Good
1272.69,50.0,4.0,0,Poor
240.43,0.1,7.16,3,Excellent
144.84,0.11,7.25,3,Excellent
763.65,11.96,6.98,1,Acceptable
1061.03,8.17,7.33,2,Good
487.04,0.86,6.61,2,Good
915.38,3.86,9.2,1,Acceptable
421.79,21.44,5.88,1,Acceptable
732.95,1.06,5.23,1,Acceptable
906.26,6.85,7.35,2,Good
249.94,0.36,7.15,3,Excellent
384.79,0.46,6.82,2,Good
531.12,1.59,6.84,2,Good
183.26,1.16,7.66,2,Good
486.9,5.68,7.09,2,Good
738.86,6.89,6.2,0,Poor
859.08,8.31,7.79,1,Acceptable
384.75,0.1,6.45,2,Good
464.01,0.1,6.79,2,Good
223.37,0.1,7.31,3,Excellent
248.26,0.23,7.66,3,Excellent
1224.32,29.68,5.18,0,Poor
465.36,2.16,7.06,2,Good
667.92,27.37,6.37,1,Acceptable
245.74,1.23,7.16,3,Excellent
768.45,1.23,6.15,1,Acceptable
583.99,0.68,6.79,2,Good
196.09,0.57,6.92,3,Excellent
902.39,12.9,5.81,0,Poor
338.05,2.23,7.08,2,Good
787.75,42.96,7.57,1,Acceptable
529.05,2.06,7.02,2,Good
591.24,0.2,6.65,2,Good
278.77,0.13,6.97,3,Excellent
488.55,1.75,7.53,2,Good
1071.4,10.32,6.5,0,Poor
220.62,1.83,7.24,3,Excellent
222.25,0.11,6.98,3,Excellent
650.53,1.56,7.48,2,Good
436.09,5.15,7.0,2,Good
377.23,6.53,7.87,2,Good
1295.02,4.43,9.35,0,Poor
1528.96,2.87,5.93,1,Acceptable
649.63,3.78,5.22,1,Acceptable
519.29,3.85,6.47,2,Good
314.55,5.91,6.9,2,Good
1066.85,1.73,6.86,1,Acceptable
554.36,11.11,7.1,2,Good
131.41,0.38,7.31,3,Excellent
217.52,0.25,7.43,3,Excellent
459.3,1.25,6.65,2,Good
431.32,1.35,6.56,2,Good
479.57,0.86,7.26,3,Excellent
451.3,5.14,6.69,2,Good
178.14,0.1,7.46,3,Excellent
914.53,13.55,7.25,1,Acceptable
128.6,0.74,7.41,3,Excellent
305.6,3.05,6.53,2,Good
548.2,0.15,6.88,2,Good
698.38,0.44,6.82,2,Good
159.61,0.16,7.1,3,Excellent
57.57,0.16,7.33,3,Excellent
1104.19,13.82,10.53,0,Poor
392.99,3.29,6.31,2,Good
496.74,3.88,7.0,2,Good
336.71,1.43,7.24,2,Good
486.13,8.98,6.9,2,Good
690.84,3.47,7.89,2,Good
595.52,0.38,6.57,2,Good
358.69,0.76,6.71,3,Excellent
319.8,0.95,7.21,3,Excellent
172.69,0.46,7.42,3,Excellent
419.42,7.32,7.27,2,Good
489.93,10.38,6.66,1,Acceptable
153.36,0.37,7.3,3,Excellent
264.72,0.12,7.36,3,Excellent
847.15,24.08,7.7,1,Acceptable
119.42,0.83,7.36,3,Excellent
118.73,0.32,7.35,3,Excellent
537.35,5.22,7.58,2,Good
416.39,1.44,6.05,2,Good
693.84,1.68,6.81,2,Good
434.24,3.96,7.62,2,Good
212.38,0.5,7.26,3,Excellent
805.49,2.72,6.97,2,Good
704.18,0.32,6.2,2,Good
690.14,11.69,6.45,1,Acceptable
214.82,0.1,7.05,3,Excellent
201.15,1.03,7.24,3,Excellent
347.78,0.44,7.93,2,Good
715.11,16.82,6.41,1,Acceptable
349.3,1.95,7.59,2,Good
240.06,0.1,7.29,3,Excellent
690.03,4.22,6.82,1,Acceptable
559.97,0.52,7.15,3,Excellent
1171.97,32.89,8.91,0,Poor
1409.53,15.79,6.02,0,Poor
451.0,0.54,7.14,3,Excellent
909.56,5.14,6.06,1,Acceptable
238.96,1.69,6.82,2,Good
505.4,1.24,7.14,2,Good
613.49,16.28,5.28,0,Poor
187.93,1.5,7.3,3,Excellent
868.99,13.77,5.53,0,Poor
146.8,0.73,7.01,3,Excellent
374.87,5.09,6.78,2,Good
498.39,2.61,7.05,2,Good
250.64,0.23,7.32,3,Excellent
196.21,0.22,7.39,3,Excellent
738.57,2.4,8.96,1,Acceptable
1550.76,3.52,5.81,1,Acceptable
378.53,2.03,7.48,2,Good
857.49,3.38,6.34,1,Acceptable
773.65,25.63,9.82,0,Poor
1344.81,9.29,6.99,1,Acceptable
539.85,4.02,7.48,2,Good
494.1,2.2,7.33,2,Good
1354.24,4.69,5.52,0,Poor
753.64,11.72,6.02,1,Acceptable
410.99,5.09,7.45,2,Good
383.32,0.9,7.15,3,Excellent
422.19,2.28,6.6,2,Good
111.72,0.1,7.14,3,Excellent
237.63,2.07,7.19,3,Excellent
1530.97,1.57,5.01,1,Acceptable
327.3,0.32,7.36,3,Excellent
388.58,0.31,7.14,3,Excellent
279.01,0.63,7.35,3,Excellent
808.56,9.21,6.89,1,Acceptable
180.28,1.39,7.13,3,Excellent
132.17,1.45,7.37,3,Excellent
308.86,1.04,7.25,2,Good
207.29,0.1,7.48,3,Excellent
368.5,8.26,7.12,2,Good
638.81,1.67,7.42,2,Good
312.52,0.1,7.26,3,Excellent
382.13,1.59,7.58,2,Good
264.34,1.0,6.85,2,Good
210.99,0.67,7.02,3,Excellent
767.13,1.74,7.15,1,Acceptable
104.34,0.58,7.21,3,Excellent
1527.34,24.03,9.24,0,Poor
395.48,0.41,7.77,2,Good
798.54,8.23,7.52,1,Acceptable
220.72,0.6,7.57,3,Excellent
1295.77,5.61,6.03,1,Acceptable
1412.53,13.07,8.96,0,Poor
509.83,0.32,7.01,3,Excellent
145.9,0.13,7.26,2,Good
774.59,6.07,7.55,1,Acceptable
596.85,0.63,7.15,3,Excellent
362.03,1.91,6.82,2,Good
496.2,0.44,6.95,2,Good
294.25,0.16,7.22,3,Excellent
468.75,0.14,7.82,1,Acceptable
173.76,0.19,7.4,3,Excellent
833.25,2.85,6.83,2,Good
301.43,0.71,6.73,2,Good
638.97,0.24,5.72,1,Acceptable
221.97,0.13,7.22,3,Excellent
525.8,2.65,7.03,2,Good
160.38,0.54,7.28,3,Excellent
448.39,0.1,6.87,2,Good
375.13,0.1,6.66,2,Good
1214.09,19.43,6.12,0,Poor
444.55,1.25,7.19,2,Good
399.89,2.37,6.8,2,Good
861.67,0.24,9.45,1,Acceptable
732.75,4.88,6.26,1,Acceptable
598.71,2.21,6.28,2,Good
1441.33,6.75,8.74,1,Acceptable
660.24,1.25,6.93,2,Good
196.85,0.1,7.11,3,Excellent
450.43,6.18,7.77,2,Good
304.96,2.48,7.01,2,Good
281.78,0.1,7.33,3,Excellent
620.1,2.68,7.5,2,Good
1177.08,1.64,10.09,1,Acceptable
206.81,3.26,7.34,3,Excellent
634.04,6.88,4.94,1,Acceptable
492.65,2.8,7.56,2,Good
1160.78,9.67,5.78,0,Poor
420.95,0.39,6.53,3,Excellent
1089.0,7.55,9.46,0,Poor
374.99,0.1,6.67,2,Good
521.42,3.82,7.15,2,Good
151.04,0.52,6.86,3,Excellent
1018.86,2.86,5.67,1,Acceptable
954.64,4.09,8.82,1,Acceptable
182.61,0.36,7.41,3,Excellent
203.95,0.45,7.21,3,Excellent
419.37,3.29,7.26,2,Good
1624.49,50.0,9.11,0,Poor
147.29,0.39,7.24,3,Excellent
368.17,1.2,7.83,2,Good
516.85,0.31,7.31,3,Excellent
544.78,6.73,7.07,2,Good
757.0,6.15,6.89,1,Acceptable
1141.38,3.48,9.14,1,Acceptable
483.76,0.36,7.41,3,Excellent
184.61,0.1,7.21,2,Good
835.56,8.85,9.28,1,Acceptable
175.75,0.54,7.34,3,Excellent
357.27,3.42,7.47,2,Good
644.57,1.16,6.54,2,Good
164.94,0.17,7.56,3,Excellent
351.68,7.39,6.33,1,Acceptable
1093.52,42.63,9.97,0,Poor
174.61,0.56,7.26,3,Excellent
455.35,0.1,6.52,2,Good
1022.32,7.32,10.1,0,Poor
188.45,1.67,6.55,2,Good
523.09,0.98,6.98,2,Good
408.04,2.43,6.42,2,Good
282.66,0.1,7.22,3,Excellent
364.48,4.14,5.88,1,Acceptable
235.29,0.17,7.07,2,Good
721.34,14.58,7.48,2,Good
506.65,0.24,6.67,2,Good
761.4,3.86,5.94,1,Acceptable
1079.26,11.23,8.98,0,Poor
632.34,1.97,6.94,2,Good
861.72,7.04,7.16,2,Good
624.09,1.67,6.58,2,Good
180.21,0.29,7.16,3,Excellent
897.17,1.95,6.71,2,Good
255.6,1.03,7.31,3,Excellent
535.02,0.29,6.77,2,Good
770.52,9.5,7.14,3,Excellent
432.85,2.27,6.53,2,Good
1239.22,0.23,4.88,1,Acceptable
486.52,0.57,7.42,3,Excellent
1089.66,15.76,5.29,0,Poor
407.77,0.6,7.49,3,Excellent
219.86,0.17,7.2,3,Excellent
750.66,2.53,6.51,2,Good
194.0,0.24,7.12,3,Excellent
351.79,2.95,6.34,2,Good
568.45,6.9,7.84,2,Good
203.25,0.49,7.31,3,Excellent
1050.51,16.17,6.22,0,Poor
589.68,3.57,5.56,1,Acceptable
445.04,0.3,7.24,3,Excellent
548.31,4.16,7.14,2,Good
390.42,2.52,7.2,2,Good
1076.58,14.94,5.37,0,Poor
204.59,0.1,7.27,3,Excellent
335.47,2.42,6.91,2,Good
258.03,0.18,7.29,3,Excellent
313.99,2.61,7.33,2,Good
957.82,3.47,8.07,1,Acceptable
508.41,2.4,6.74,2,Good
577.01,1.26,7.12,2,Good
204.21,0.28,7.08,3,Excellent
182.08,1.28,6.99,2,Good
194.16,0.17,7.13,3,Excellent
734.88,16.2,6.81,1,Acceptable
716.47,3.29,7.33,3,Excellent
507.27,2.06,7.35,2,Good
816.9,4.3,7.71,1,Acceptable
490.69,2.63,7.36,2,Good
1111.84,22.75,5.28,0,Poor
399.77,0.73,7.86,2,Good
1043.78,7.7,7.51,1,Acceptable
528.31,8.39,8.13,2,Good
329.72,1.65,7.43,2,Good
443.53,3.38,7.59,2,Good
496.59,12.88,6.5,1,Acceptable
581.26,12.32,6.48,1,Acceptable
1563.84,1.31,5.1,1,Acceptable
770.71,0.65,6.36,2,Good
353.88,1.26,6.56,2,Good
416.84,1.15,7.35,2,Good
271.08,0.11,7.21,3,Excellent
183.82,0.17,7.42,3,Excellent
623.56,0.81,8.45,2,Good
330.8,0.53,7.12,3,Excellent
479.84,2.59,6.95,2,Good
185.77,0.1,7.3,3,Excellent
126.04,0.81,7.19,3,Excellent
123.86,0.34,7.11,3,Excellent
859.11,8.69,6.41,1,Acceptable
879.07,2.75,6.3,0,Poor
483.08,3.86,7.29,2,Good
810.21,7.95,5.57,1,Acceptable
215.22,0.1,7.09,3,Excellent
639.82,0.36,7.04,2,Good
765.3,10.46,5.88,0,Poor
719.12,2.66,6.65,2,Good
591.55,1.28,5.49,1,Acceptable
572.5,2.76,6.93,2,Good
1156.48,7.13,10.21,0,Poor
371.86,5.2,7.13,2,Good
1591.82,50.0,5.7,1,Acceptable
205.32,0.6,6.93,3,Excellent
509.7,1.96,7.21,2,Good
658.74,4.19,6.22,1,Acceptable
561.78,5.73,7.06,2,Good
736.81,14.22,7.54,1,Acceptable
191.77,0.34,7.38,3,Excellent
334.97,1.84,7.34,2,Good
359.09,1.78,7.3,1,Acceptable
169.31,1.53,7.35,3,Excellent
889.45,5.11,5.03,1,Acceptable
129.16,0.1,7.07,3,Excellent
1176.83,20.02,9.1,0,Poor
847.25,1.36,7.45,2,Good
849.42,1.59,7.41,2,Good
891.11,33.12,5.33,0,Poor
188.21,0.13,7.22,3,Excellent
783.87,2.4,6.98,1,Acceptable
923.69,4.5,6.45,0,Poor
178.92,0.3,6.81,3,Excellent
380.02,0.77,7.27,3,Excellent
619.7,0.78,7.3,2,Good
724.93,17.12,6.83,1,Acceptable
386.46,11.2,6.13,1,Acceptable
395.79,1.4,7.19,2,Good
505.92,1.69,6.98,2,Good
121.38,2.82,7.36,2,Good
162.0,0.1,7.34,3,Excellent
849.7,4.18,6.88,1,Acceptable
143.78,1.23,7.15,3,Excellent
487.37,2.75,7.46,2,Good
529.95,1.33,6.96,2,Good
1731.33,16.32,9.63,0,Poor
224.32,1.99,7.24,3,Excellent
588.25,1.17,6.94,2,Good
441.12,0.6,6.67,2,Good
1198.99,17.83,9.09,0,Poor
160.56,0.21,7.23,3,Excellent
560.71,11.81,8.13,1,Acceptable
687.43,12.47,7.51,1,Acceptable
1071.28,20.26,8.46,1,Acceptable
681.42,1.17,6.58,3,Excellent
927.11,13.65,5.49,0,Poor
787.0,0.35,6.05,2,Good
1390.63,7.94,5.18,0,Poor
475.44,3.15,6.79,2,Good
697.09,0.1,6.62,2,Good
820.62,8.5,8.63,1,Acceptable
732.36,19.33,9.2,0,Poor
922.05,15.47,9.41,0,Poor
1068.42,31.55,9.51,0,Poor
863.88,3.21,8.44,2,Good
247.37,0.1,7.11,3,Excellent
646.77,6.6,6.02,1,Acceptable
238.93,0.67,7.25,3,Excellent
1660.03,12.34,8.39,1,Acceptable
394.37,3.87,7.42,2,Good
463.82,1.1,6.63,2,Good
209.95,0.27,7.3,3,Excellent
187.39,0.3,7.32,3,Excellent
416.66,1.29,6.68,2,Good
498.38,1.68,6.65,2,Good
586.81,14.18,5.77,1,Acceptable
981.42,1.09,8.44,1,Acceptable
385.83,1.95,6.44,2,Good
523.5,4.14,6.34,1,Acceptable
182.16,0.44,7.08,3,Excellent
504.09,1.29,6.65,2,Good
170.16,1.0,7.33,3,Excellent
478.26,3.19,6.5,2,Good
257.69,0.1,7.3,3,Excellent
666.69,8.62,6.73,1,Acceptable
1319.61,14.43,6.82,1,Acceptable
775.51,6.57,7.1,2,Good
1677.12,11.07,5.45,1,Acceptable
599.43,5.91,5.91,1,Acceptable
208.85,0.1,7.21,3,Excellent
754.07,3.4,7.04,2,Good
1296.5,8.45,5.91,0,Poor
237.24,0.21,7.48,3,Excellent
223.21,1.68,7.34,3,Excellent
662.78,3.59,6.79,2,Good
738.71,7.36,6.08,1,Acceptable
669.97,5.34,6.06,1,Acceptable
1191.24,10.11,6.13,0,Poor
375.6,2.23,6.82,2,Good
350.24,0.61,6.8,2,Good
741.57,0.1,6.04,3,Excellent
408.79,1.49,6.68,2,Good
205.74,0.18,7.24,2,Good
376.11,1.46,7.73,2,Good
367.15,0.81,6.77,2,Good
237.68,0.1,7.18,3,Excellent
171.18,1.68,7.08,3,Excellent
1002.01,2.22,8.9,1,Acceptable
1096.89,5.61,9.45,0,Poor
275.0,1.29,6.96,2,Good
201.92,0.53,7.2,3,Excellent
209.0,0.1,7.18,3,Excellent
139.49,0.31,7.51,3,Excellent
277.83,0.26,7.4,3,Excellent
423.96,0.89,6.21,2,Good
653.02,1.74,6.8,2,Good
829.84,12.17,9.02,0,Poor
830.26,5.74,6.7,1,Acceptable
838.55,6.52,7.61,1,Acceptable
167.41,0.91,7.21,3,Excellent
958.9,8.38,5.23,0,Poor
853.61,8.58,7.1,2,Good
160.65,0.22,7.06,3,Excellent
177.69,0.61,7.39,3,Excellent
993.53,1.28,6.14,1,Acceptable
114.46,0.91,7.09,3,Excellent
458.48,0.53,6.95,2,Good
777.99,7.23,7.55,1,Acceptable
634.05,0.1,7.18,2,Good
206.21,0.25,7.09,2,Good
654.77,1.94,6.77,2,Good
346.63,4.63,6.76,2,Good
413.44,2.92,6.87,2,Good
1059.26,31.86,8.14,1,Acceptable
588.64,2.57,6.38,2,Good
160.89,1.11,7.1,2,Good
245.74,0.48,7.51,3,Excellent
610.74,0.29,6.55,1,Acceptable
243.31,0.47,7.31,3,Excellent
269.53,0.19,7.13,3,Excellent
574.27,1.29,6.71,2,Good
336.24,0.54,6.43,2,Good
1105.15,24.42,9.19,0,Poor
534.67,2.47,6.75,2,Good
895.91,3.94,5.9,2,Good
601.34,4.65,9.65,1,Acceptable
647.44,1.01,6.69,2,Good
734.4,3.79,7.46,2,Good
620.39,0.9,5.64,1,Acceptable
723.65,3.25,7.05,2,Good
419.44,0.14,7.17,3,Excellent
415.03,0.47,7.08,3,Excellent
168.96,2.71,6.8,2,Good
745.04,3.13,7.86,2,Good
278.81,0.78,7.25,3,Excellent
210.05,0.12,7.27,3,Excellent
725.27,5.28,5.72,1,Acceptable
650.13,1.22,6.61,2,Good
515.2,2.92,6.4,1,Acceptable
415.67,1.72,7.46,2,Good
1025.08,31.71,5.76,0,Poor
492.13,0.27,7.68,2,Good
523.2,0.32,7.6,2,Good
447.57,9.65,8.22,2,Good
435.52,0.23,6.77,2,Good
731.46,19.38,7.05,2,Good
602.26,0.86,6.53,2,Good
193.71,0.23,7.02,3,Excellent
878.58,7.2,6.1,1,Acceptable
457.16,0.18,6.8,2,Good
558.03,0.51,7.15,3,Excellent
446.75,2.24,6.48,2,Good
603.99,14.96,7.13,2,Good
813.67,5.21,9.37,1,Acceptable
251.33,0.15,7.11,3,Excellent
1357.31,29.79,5.38,0,Poor
279.21,1.38,7.03,3,Excellent
1004.79,4.01,9.64,0,Poor
522.73,6.75,6.71,2,Good
290.13,0.94,6.85,3,Excellent
559.65,2.32,6.51,2,Good
150.05,0.48,7.35,3,Excellent
447.89,0.38,7.12,3,Excellent
425.41,5.03,7.06,2,Good
208.71,0.72,7.27,3,Excellent
566.32,9.9,7.39,2,Good
517.44,0.18,6.86,3,Excellent
469.69,0.18,6.44,2,Good
260.69,0.19,7.28,3,Excellent
775.44,13.71,7.43,2,Good
420.41,1.45,7.38,2,Good
282.42,0.1,7.25,3,Excellent
405.56,0.75,7.44,3,Excellent
647.36,21.29,5.93,0,Poor
468.53,1.23,7.16,2,Good
199.94,0.99,7.32,3,Excellent
688.99,9.22,6.45,1,Acceptable
300.78,0.93,6.54,2,Good
304.16,0.28,7.41,3,Excellent
528.14,17.65,8.27,1,Acceptable
340.91,2.27,7.17,2,Good
768.95,3.67,6.85,2,Good
435.77,1.19,7.76,2,Good
169.96,0.27,7.4,3,Excellent
707.48,0.53,6.63,2,Good
240.94,0.67,7.45,3,Excellent
495.86,0.51,6.77,2,Good
214.15,0.15,7.29,3,Excellent
220.45,1.1,7.26,3,Excellent
1443.26,16.76,9.11,0,Poor
888.86,1.89,6.37,1,Acceptable
274.7,0.4,7.23,3,Excellent
959.35,15.37,9.71,0,Poor
188.14,0.1,7.27,3,Excellent
854.7,1.01,5.49,1,Acceptable
772.93,3.56,5.96,1,Acceptable
686.94,0.84,6.89,2,Good
637.84,2.83,6.86,2,Good
863.54,5.33,5.36,1,Acceptable
1080.87,15.35,4.15,0,Poor
568.66,7.43,7.42,3,Excellent
165.42,0.17,7.23,3,Excellent
629.52,1.14,7.26,2,Good
220.9,0.1,7.29,3,Excellent
408.82,1.1,6.7,1,Acceptable
751.56,6.45,5.75,1,Acceptable
1483.35,1.78,8.98,1,Acceptable
766.97,4.32,6.82,1,Acceptable
224.24,0.24,7.59,3,Excellent
194.74,0.18,7.24,3,Excellent
408.5,0.14,7.74,2,Good
167.43,1.03,7.11,3,Excellent
434.72,0.99,7.24,3,Excellent
1460.35,3.64,9.76,1,Acceptable
254.35,0.44,7.42,3,Excellent
318.82,0.1,7.05,3,Excellent
346.73,0.11,7.62,2,Good
491.79,0.99,7.17,3,Excellent
193.75,0.41,7.44,3,Excellent
413.58,0.1,6.76,2,Good
92.09,0.1,7.23,3,Excellent
422.45,3.99,7.35,2,Good
433.29,1.52,6.52,2,Good
797.72,2.08,5.7,1,Acceptable
158.75,0.15,7.27,3,Excellent
819.2,20.94,4.37,0,Poor
490.07,12.85,6.98,1,Acceptable
548.36,1.17,6.79,2,Good
462.38,4.71,7.04,2,Good
499.0,1.91,6.72,2,Good
612.59,8.26,7.46,2,Good
444.77,9.65,8.47,2,Good
177.98,0.13,7.16,3,Excellent
1194.9,0.99,9.33,1,Acceptable
615.87,10.89,8.9,1,Acceptable
1611.16,3.7,5.84,2,Good
230.36,0.1,7.08,3,Excellent
447.73,1.09,6.43,2,Good
178.74,0.35,7.38,2,Good
592.49,0.35,6.69,2,Good
146.19,0.24,7.52,3,Excellent
231.1,0.38,7.38,3,Excellent
737.05,4.01,6.65,1,Acceptable
285.57,0.5,7.21,3,Excellent
179.89,0.11,7.27,3,Excellent
716.99,21.05,6.67,1,Acceptable
1361.74,15.16,10.4,0,Poor
996.95,5.52,6.6,1,Acceptable
245.22,0.11,7.29,3,Excellent
161.22,1.12,7.3,3,Excellent
381.58,0.65,6.55,3,Excellent
841.12,6.19,6.52,1,Acceptable
558.11,14.45,5.29,1,Acceptable
998.27,8.4,5.43,0,Poor
177.52,0.38,7.38,3,Excellent
521.03,1.36,6.75,2,Good
200.58,0.47,7.81,3,Excellent
1113.68,36.41,5.2,0,Poor
256.55,0.1,7.0,2,Good
262.4,1.0,6.92,2,Good
436.39,2.54,6.17,2,Good
162.61,0.75,7.27,3,Excellent
767.18,2.88,6.66,2,Good
254.62,0.76,7.27,3,Excellent
472.76,3.65,6.81,2,Good
890.04,1.41,6.2,1,Acceptable
533.3,6.21,4.47,1,Acceptable
758.79,4.37,5.91,2,Good
434.92,0.1,7.27,3,Excellent
148.8,0.67,7.37,3,Excellent
251.45,0.76,7.03,3,Excellent
891.45,7.14,6.74,1,Acceptable
272.74,2.72,7.21,3,Excellent
621.08,6.96,7.03,2,Good
1302.34,3.43,5.38,1,Acceptable
258.09,0.16,7.19,3,Excellent
464.6,9.09,7.42,2,Good
186.88,1.12,7.43,3,Excellent
552.5,3.44,7.3,2,Good
391.79,0.21,7.01,3,Excellent
243.7,0.14,7.27,3,Excellent
569.88,3.5,6.14,2,Good
281.71,4.81,6.9,2,Good
978.34,3.95,5.71,1,Acceptable
499.27,0.36,6.41,2,Good
179.94,0.31,7.38,3,Excellent
167.1,0.1,7.39,3,Excellent
222.66,0.1,7.66,3,Excellent
671.85,24.87,7.15,3,Excellent
598.01,9.64,5.95,1,Acceptable
295.87,1.16,6.6,2,Good
517.63,1.71,7.39,2,Good
404.27,3.25,7.13,2,Good
896.68,7.02,7.01,2,Good
885.94,15.74,7.04,2,Good
511.19,7.06,6.84,2,Good
393.75,2.75,7.32,2,Good
821.59,8.78,6.98,1,Acceptable
1728.51,16.04,9.91,0,Poor
449.23,0.18,7.31,2,Good
703.36,0.94,6.21,3,Excellent
428.32,0.8,7.19,3,Excellent
968.49,22.28,5.81,0,Poor
179.62,0.3,7.21,3,Excellent
899.33,7.95,4.85,1,Acceptable
269.99,0.74,7.11,3,Excellent
308.27,0.14,7.37,3,Excellent
261.18,0.1,7.43,3,Excellent
216.6,0.46,7.18,3,Excellent
323.66,1.26,6.44,2,Good
350.44,2.83,7.04,2,Good
574.87,6.82,7.17,2,Good
899.95,8.24,6.75,1,Acceptable
381.22,0.74,6.52,2,Good
817.59,14.37,7.28,2,Good
237.89,0.2,7.31,3,Excellent
371.01,0.19,7.08,3,Excellent
408.37,0.27,6.82,2,Good
814.61,1.36,10.15,1,Acceptable
833.32,0.1,6.9,2,Good
188.45,0.23,7.28,3,Excellent
904.5,0.56,5.34,2,Good
1426.0,11.73,9.03,0,Poor
539.95,5.28,7.14,2,Good
219.5,0.91,7.08,3,Excellent
534.35,0.67,6.71,2,Good
172.32,0.24,7.12,3,Excellent
124.36,0.1,7.25,3,Excellent
476.8,0.78,7.74,3,Excellent
162.76,0.7,7.22,3,Excellent
190.95,0.14,7.35,3,Excellent
404.15,0.47,7.86,2,Good
590.41,0.46,6.87,1,Acceptable
1053.06,4.88,5.48,0,Poor
1115.33,9.82,4.63,0,Poor
1118.88,9.91,8.96,1,Acceptable
1134.08,14.88,9.68,0,Poor
431.89,0.37,6.83,2,Good
1133.58,15.47,9.42,0,Poor
440.55,4.58,6.56,2,Good
709.11,4.95,7.15,2,Good
376.23,0.1,6.66,2,Good
208.91,0.88,6.94,3,Excellent
755.29,2.8,6.98,2,Good
878.26,0.42,7.05,2,Good
403.76,3.92,6.8,2,Good
279.09,0.1,7.31,3,Excellent
1244.67,20.14,5.59,1,Acceptable
210.33,1.26,7.1,3,Excellent
175.26,0.27,7.33,3,Excellent
489.63,1.42,7.34,2,Good
848.02,0.36,6.76,2,Good
242.28,0.16,7.3,3,Excellent
502.02,3.86,6.98,2,Good
274.42,0.84,7.13,3,Excellent
512.51,0.25,6.78,2,Good
652.29,4.42,8.22,1,Acceptable
793.32,9.58,7.49,2,Good
265.7,0.35,7.29,2,Good
1507.29,3.76,5.56,1,Acceptable
1713.18,50.0,4.69,0,Poor
480.46,0.39,6.85,2,Good
560.87,8.23,7.03,2,Good
535.24,4.45,7.29,2,Good
436.68,0.72,6.75,2,Good
658.73,5.44,7.24,2,Good
465.75,0.83,6.41,2,Good
488.71,1.49,6.67,2,Good
152.76,0.84,7.15,3,Excellent
709.31,1.1,8.0,2,Good
282.6,11.71,7.04,2,Good
306.19,3.12,7.76,3,Excellent
474.46,0.55,7.15,3,Excellent
299.53,2.71,6.96,2,Good
1173.26,13.0,5.47,0,Poor
272.42,0.17,7.29,3,Excellent
159.53,0.45,7.35,3,Excellent
396.04,3.34,6.89,2,Good
1016.95,6.01,5.12,1,Acceptable
1286.86,40.87,9.52,0,Poor
492.06,0.1,7.09,3,Excellent
1259.44,11.5,10.03,0,Poor
415.58,1.07,7.06,3,Excellent
504.02,3.87,6.3,2,Good
750.44,5.74,6.72,1,Acceptable
370.94,0.1,7.83,2,Good
150.86,0.28,7.18,3,Excellent
528.62,1.72,6.87,2,Good
682.63,2.71,7.7,2,Good
574.79,0.37,6.92,2,Good
1658.68,18.76,5.57,0,Poor
377.03,2.12,7.01,2,Good
397.58,0.51,6.53,2,Good
506.19,0.68,7.48,3,Excellent
985.01,0.84,8.87,0,Poor
535.25,4.19,6.73,1,Acceptable
784.83,0.27,7.93,2,Good
143.68,0.15,7.21,3,Excellent
469.84,0.12,6.22,2,Good
638.39,5.17,5.05,1,Acceptable
611.39,0.57,7.33,2,Good
480.69,1.54,6.83,2,Good
904.95,1.14,6.35,1,Acceptable
528.82,4.08,7.09,1,Acceptable
230.92,0.64,7.12,3,Excellent
865.96,7.2,7.07,2,Good
698.73,2.32,6.99,2,Good
1327.77,21.24,9.21,0,Poor
428.08,9.24,6.5,1,Acceptable
832.38,1.62,6.18,1,Acceptable
769.85,27.78,7.83,1,Acceptable
630.41,0.39,7.44,1,Acceptable
994.38,3.17,7.71,1,Acceptable
210.28,0.13,7.31,2,Good
273.23,0.79,7.18,2,Good
397.21,0.95,7.2,3,Excellent
154.88,0.25,7.21,3,Excellent
951.39,10.29,7.27,1,Acceptable
243.38,2.91,7.04,3,Excellent
877.27,12.22,8.37,1,Acceptable
530.09,6.47,7.68,2,Good
1582.09,13.59,6.16,0,Poor
466.2,3.35,6.99,2,Good
542.27,3.74,7.47,2,Good
1151.32,8.76,10.24,0,Poor
145.99,1.24,7.34,3,Excellent
